"isono","year","sexno","ageno","eduno","etfr"
48,2010,2,0,6,2.29
48,2010,2,0,7,2.3
50,2010,0,0,0,2.34
50,2010,0,0,2,2.61
50,2010,0,0,3,2.58
50,2010,0,0,4,2.38
50,2010,0,0,5,2.21
50,2010,0,0,6,1.92
50,2010,0,0,7,1.94
50,2010,2,0,0,2.34
50,2010,2,0,2,2.61
50,2010,2,0,3,2.58
50,2010,2,0,4,2.38
50,2010,2,0,5,2.21
50,2010,2,0,6,1.92
50,2010,2,0,7,1.94
51,2010,0,0,0,1.59
51,2010,0,0,2,1.84
51,2010,0,0,3,1.84
51,2010,0,0,4,1.84
51,2010,0,0,5,1.86
51,2010,0,0,6,1.62
51,2010,0,0,7,1.29
51,2010,2,0,0,1.59
51,2010,2,0,2,1.84
51,2010,2,0,3,1.84
51,2010,2,0,4,1.84
51,2010,2,0,5,1.86
51,2010,2,0,6,1.62
51,2010,2,0,7,1.29
52,2010,0,0,0,1.52
52,2010,0,0,2,2
52,2010,0,0,3,2
52,2010,0,0,4,2
52,2010,0,0,5,1.52
52,2010,0,0,6,1.27
52,2010,0,0,7,1.01
52,2010,2,0,0,1.52
52,2010,2,0,2,2
52,2010,2,0,3,2
52,2010,2,0,4,2
52,2010,2,0,5,1.52
52,2010,2,0,6,1.27
52,2010,2,0,7,1.01
56,2010,0,0,0,1.72
56,2010,0,0,2,1.73
56,2010,0,0,3,1.73
56,2010,0,0,4,1.73
56,2010,0,0,5,1.73
56,2010,0,0,6,1.66
56,2010,0,0,7,1.75
56,2010,2,0,0,1.72
56,2010,2,0,2,1.73
56,2010,2,0,3,1.73
56,2010,2,0,4,1.73
56,2010,2,0,5,1.73
56,2010,2,0,6,1.66
56,2010,2,0,7,1.75
64,2010,0,0,0,2.49
64,2010,0,0,2,2.85
64,2010,0,0,3,2.51
64,2010,0,0,4,2.38
64,2010,0,0,5,2.15
64,2010,0,0,6,1.88
64,2010,0,0,7,1.73
64,2010,2,0,0,2.49
64,2010,2,0,2,2.85
64,2010,2,0,3,2.51
64,2010,2,0,4,2.38
64,2010,2,0,5,2.15
64,2010,2,0,6,1.88
64,2010,2,0,7,1.73
68,2010,0,0,0,3.36
68,2010,0,0,2,5
68,2010,0,0,3,4.66
68,2010,0,0,4,3.92
68,2010,0,0,5,3.14
68,2010,0,0,6,2.4
68,2010,0,0,7,1.82
68,2010,2,0,0,3.36
68,2010,2,0,2,5
68,2010,2,0,3,4.66
68,2010,2,0,4,3.92
68,2010,2,0,5,3.14
68,2010,2,0,6,2.4
68,2010,2,0,7,1.82
70,2010,0,0,0,1.42
70,2010,0,0,2,1.9
70,2010,0,0,3,1.9
70,2010,0,0,4,1.9
70,2010,0,0,5,1.79
70,2010,0,0,6,1.32
70,2010,0,0,7,1.07
70,2010,2,0,0,1.42
70,2010,2,0,2,1.9
70,2010,2,0,3,1.9
70,2010,2,0,4,1.9
70,2010,2,0,5,1.79
70,2010,2,0,6,1.32
70,2010,2,0,7,1.07
72,2010,0,0,0,2.7
72,2010,0,0,2,4.06
72,2010,0,0,3,3.67
72,2010,0,0,4,3.23
72,2010,0,0,5,2.74
72,2010,0,0,6,2.21
72,2010,0,0,7,1.93
72,2010,2,0,0,2.7
72,2010,2,0,2,4.06
72,2010,2,0,3,3.67
72,2010,2,0,4,3.23
72,2010,2,0,5,2.74
72,2010,2,0,6,2.21
72,2010,2,0,7,1.93
76,2010,0,0,0,1.97
76,2010,0,0,2,2.81
76,2010,0,0,3,2.81
76,2010,0,0,4,2.81
76,2010,0,0,5,1.84
76,2010,0,0,6,1.51
76,2010,0,0,7,1.26
76,2010,2,0,0,1.97
76,2010,2,0,2,2.81
76,2010,2,0,3,2.81
76,2010,2,0,4,2.81
76,2010,2,0,5,1.84
76,2010,2,0,6,1.51
76,2010,2,0,7,1.26
84,2010,0,0,0,2.75
84,2010,0,0,2,3.62
84,2010,0,0,3,3.27
84,2010,0,0,4,2.9
84,2010,0,0,5,2.15
84,2010,0,0,6,2.01
84,2010,0,0,7,2
84,2010,2,0,0,2.75
84,2010,2,0,2,3.62
84,2010,2,0,3,3.27
84,2010,2,0,4,2.9
84,2010,2,0,5,2.15
84,2010,2,0,6,2.01
84,2010,2,0,7,2
90,2010,0,0,0,3.92
90,2010,0,0,2,6.12
90,2010,0,0,3,5.5
90,2010,0,0,4,4.78
90,2010,0,0,5,3.88
90,2010,0,0,6,3.1
90,2010,0,0,7,2.71
90,2010,2,0,0,3.92
90,2010,2,0,2,6.12
90,2010,2,0,3,5.5
90,2010,2,0,4,4.78
90,2010,2,0,5,3.88
90,2010,2,0,6,3.1
90,2010,2,0,7,2.71
96,2010,0,0,0,2.03
96,2010,0,0,2,2.54
96,2010,0,0,3,2.54
96,2010,0,0,4,2.54
96,2010,0,0,5,1.98
96,2010,0,0,6,1.67
96,2010,0,0,7,1.49
96,2010,2,0,0,2.03
96,2010,2,0,2,2.54
96,2010,2,0,3,2.54
96,2010,2,0,4,2.54
96,2010,2,0,5,1.98
96,2010,2,0,6,1.67
96,2010,2,0,7,1.49
100,2010,0,0,0,1.51
100,2010,0,0,2,2.06
100,2010,0,0,3,2.06
100,2010,0,0,4,2.06
100,2010,0,0,5,1.95
100,2010,0,0,6,1.43
100,2010,0,0,7,1.17
100,2010,2,0,0,1.51
100,2010,2,0,2,2.06
100,2010,2,0,3,2.06
100,2010,2,0,4,2.06
100,2010,2,0,5,1.95
100,2010,2,0,6,1.43
100,2010,2,0,7,1.17
104,2010,0,0,0,2
104,2010,0,0,2,2.94
104,2010,0,0,3,2.79
104,2010,0,0,4,2.36
104,2010,0,0,5,1.9
104,2010,0,0,6,1.5
104,2010,0,0,7,1.11
104,2010,2,0,0,2
104,2010,2,0,2,2.94
104,2010,2,0,3,2.79
104,2010,2,0,4,2.36
104,2010,2,0,5,1.9
104,2010,2,0,6,1.5
104,2010,2,0,7,1.11
108,2010,0,0,0,4.29
108,2010,0,0,2,4.79
108,2010,0,0,3,4.36
108,2010,0,0,4,3.69
108,2010,0,0,5,2.75
108,2010,0,0,6,2.12
108,2010,0,0,7,1.84
108,2010,2,0,0,4.29
108,2010,2,0,2,4.79
108,2010,2,0,3,4.36
108,2010,2,0,4,3.69
108,2010,2,0,5,2.75
108,2010,2,0,6,2.12
108,2010,2,0,7,1.84
112,2010,0,0,0,1.6
112,2010,0,0,2,1.84
112,2010,0,0,3,1.84
112,2010,0,0,4,1.84
112,2010,0,0,5,2.12
112,2010,0,0,6,1.6
112,2010,0,0,7,1.34
112,2010,2,0,0,1.6
112,2010,2,0,2,1.84
112,2010,2,0,3,1.84
112,2010,2,0,4,1.84
112,2010,2,0,5,2.12
112,2010,2,0,6,1.6
112,2010,2,0,7,1.34
116,2010,0,0,0,2.63
116,2010,0,0,2,2.77
116,2010,0,0,3,2.74
116,2010,0,0,4,2.69
116,2010,0,0,5,2.38
116,2010,0,0,6,2.21
116,2010,0,0,7,1.86
116,2010,2,0,0,2.63
116,2010,2,0,2,2.77
116,2010,2,0,3,2.74
116,2010,2,0,4,2.69
116,2010,2,0,5,2.38
116,2010,2,0,6,2.21
116,2010,2,0,7,1.86
120,2010,0,0,0,4.37
120,2010,0,0,2,5.46
120,2010,0,0,3,5.36
120,2010,0,0,4,4.21
120,2010,0,0,5,2.93
120,2010,0,0,6,2.47
120,2010,0,0,7,2.38
120,2010,2,0,0,4.37
120,2010,2,0,2,5.46
120,2010,2,0,3,5.36
120,2010,2,0,4,4.21
120,2010,2,0,5,2.93
120,2010,2,0,6,2.47
120,2010,2,0,7,2.38
124,2010,0,0,0,1.52
124,2010,0,0,2,1.84
124,2010,0,0,3,1.84
124,2010,0,0,4,1.84
124,2010,0,0,5,1.84
124,2010,0,0,6,1.49
124,2010,0,0,7,1.52
124,2010,2,0,0,1.52
124,2010,2,0,2,1.84
124,2010,2,0,3,1.84
124,2010,2,0,4,1.84
124,2010,2,0,5,1.84
124,2010,2,0,6,1.49
124,2010,2,0,7,1.52
132,2010,0,0,0,2.45
132,2010,0,0,2,3.12
132,2010,0,0,3,2.83
132,2010,0,0,4,2.5
132,2010,0,0,5,2.13
132,2010,0,0,6,1.72
132,2010,0,0,7,1.5
132,2010,2,0,0,2.45
132,2010,2,0,2,3.12
132,2010,2,0,3,2.83
132,2010,2,0,4,2.5
132,2010,2,0,5,2.13
132,2010,2,0,6,1.72
132,2010,2,0,7,1.5
140,2010,0,0,0,4.48
140,2010,0,0,2,4.72
140,2010,0,0,3,4.76
140,2010,0,0,4,4.34
140,2010,0,0,5,2.75
140,2010,0,0,6,2.26
140,2010,0,0,7,1.96
140,2010,2,0,0,4.48
140,2010,2,0,2,4.72
140,2010,2,0,3,4.76
140,2010,2,0,4,4.34
140,2010,2,0,5,2.75
140,2010,2,0,6,2.26
140,2010,2,0,7,1.96
144,2010,0,0,0,2.29
144,2010,0,0,2,2.85
144,2010,0,0,3,2.46
144,2010,0,0,4,2.29
144,2010,0,0,5,2.03
144,2010,0,0,6,1.8
144,2010,0,0,7,1.68
144,2010,2,0,0,2.29
144,2010,2,0,2,2.85
144,2010,2,0,3,2.46
144,2010,2,0,4,2.29
144,2010,2,0,5,2.03
144,2010,2,0,6,1.8
144,2010,2,0,7,1.68
148,2010,0,0,0,6.07
148,2010,0,0,2,6.17
148,2010,0,0,3,6.44
148,2010,0,0,4,5.63
148,2010,0,0,5,4.1
148,2010,0,0,6,3.02
148,2010,0,0,7,2.6
148,2010,2,0,0,6.07
148,2010,2,0,2,6.17
148,2010,2,0,3,6.44
148,2010,2,0,4,5.63
148,2010,2,0,5,4.1
148,2010,2,0,6,3.02
148,2010,2,0,7,2.6
152,2010,0,0,0,1.91
152,2010,0,0,2,2.71
152,2010,0,0,3,2.71
152,2010,0,0,4,2.71
152,2010,0,0,5,2.06
152,2010,0,0,6,1.72
152,2010,0,0,7,1.38
152,2010,2,0,0,1.91
152,2010,2,0,2,2.71
152,2010,2,0,3,2.71
152,2010,2,0,4,2.71
152,2010,2,0,5,2.06
152,2010,2,0,6,1.72
152,2010,2,0,7,1.38
156,2010,0,0,0,1.49
156,2010,0,0,2,1.6
156,2010,0,0,3,1.6
156,2010,0,0,4,1.6
156,2010,0,0,5,1.6
156,2010,0,0,6,1.33
156,2010,0,0,7,1.19
156,2010,2,0,0,1.49
156,2010,2,0,2,1.6
156,2010,2,0,3,1.6
156,2010,2,0,4,1.6
156,2010,2,0,5,1.6
156,2010,2,0,6,1.33
156,2010,2,0,7,1.19
170,2010,0,0,0,2.42
170,2010,0,0,2,4.01
170,2010,0,0,3,3.52
170,2010,0,0,4,2.92
170,2010,0,0,5,2.5
170,2010,0,0,6,2.05
170,2010,0,0,7,1.58
170,2010,2,0,0,2.42
170,2010,2,0,2,4.01
170,2010,2,0,3,3.52
170,2010,2,0,4,2.92
170,2010,2,0,5,2.5
170,2010,2,0,6,2.05
170,2010,2,0,7,1.58
174,2010,0,0,0,4.83
174,2010,0,0,2,5.74
174,2010,0,0,3,4.52
174,2010,0,0,4,5.18
174,2010,0,0,5,3.88
174,2010,0,0,6,1.62
174,2010,0,0,7,1.4
174,2010,2,0,0,4.83
174,2010,2,0,2,5.74
174,2010,2,0,3,4.52
174,2010,2,0,4,5.18
174,2010,2,0,5,3.88
174,2010,2,0,6,1.62
174,2010,2,0,7,1.4
175,2010,0,0,0,3.88
175,2010,0,0,2,4.66
175,2010,0,0,3,4.07
175,2010,0,0,4,3.6
175,2010,0,0,5,3.12
175,2010,0,0,6,2.62
175,2010,0,0,7,2.31
175,2010,2,0,0,3.88
175,2010,2,0,2,4.66
175,2010,2,0,3,4.07
175,2010,2,0,4,3.6
175,2010,2,0,5,3.12
175,2010,2,0,6,2.62
175,2010,2,0,7,2.31
178,2010,0,0,0,4.32
178,2010,0,0,2,5.76
178,2010,0,0,3,5.25
178,2010,0,0,4,4.46
178,2010,0,0,5,3.31
178,2010,0,0,6,2.55
178,2010,0,0,7,2.22
178,2010,2,0,0,4.32
178,2010,2,0,2,5.76
178,2010,2,0,3,5.25
178,2010,2,0,4,4.46
178,2010,2,0,5,3.31
178,2010,2,0,6,2.55
178,2010,2,0,7,2.22
180,2010,0,0,0,5.97
180,2010,0,0,2,6.77
180,2010,0,0,3,6.7
180,2010,0,0,4,6.71
180,2010,0,0,5,5.19
180,2010,0,0,6,3.62
180,2010,0,0,7,3.26
180,2010,2,0,0,5.97
180,2010,2,0,2,6.77
180,2010,2,0,3,6.7
180,2010,2,0,4,6.71
180,2010,2,0,5,5.19
180,2010,2,0,6,3.62
180,2010,2,0,7,3.26
188,2010,0,0,0,1.92
188,2010,0,0,2,2.34
188,2010,0,0,3,2.34
188,2010,0,0,4,2.34
188,2010,0,0,5,1.76
188,2010,0,0,6,1.48
188,2010,0,0,7,1.18
188,2010,2,0,0,1.92
188,2010,2,0,2,2.34
188,2010,2,0,3,2.34
188,2010,2,0,4,2.34
188,2010,2,0,5,1.76
188,2010,2,0,6,1.48
188,2010,2,0,7,1.18
191,2010,0,0,0,1.48
191,2010,0,0,2,1.78
191,2010,0,0,3,1.78
191,2010,0,0,4,1.78
191,2010,0,0,5,1.78
191,2010,0,0,6,1.47
191,2010,0,0,7,1.26
191,2010,2,0,0,1.48
191,2010,2,0,2,1.78
191,2010,2,0,3,1.78
191,2010,2,0,4,1.78
191,2010,2,0,5,1.78
191,2010,2,0,6,1.47
191,2010,2,0,7,1.26
192,2010,0,0,0,1.53
192,2010,0,0,2,2.17
192,2010,0,0,3,2.17
192,2010,0,0,4,2.17
192,2010,0,0,5,1.64
192,2010,0,0,6,1.38
192,2010,0,0,7,1.09
192,2010,2,0,0,1.53
192,2010,2,0,2,2.17
192,2010,2,0,3,2.17
192,2010,2,0,4,2.17
192,2010,2,0,5,1.64
192,2010,2,0,6,1.38
192,2010,2,0,7,1.09
196,2010,0,0,0,1.45
196,2010,0,0,2,1.83
196,2010,0,0,3,1.83
196,2010,0,0,4,1.83
196,2010,0,0,5,1.66
196,2010,0,0,6,1.49
196,2010,0,0,7,1.34
196,2010,2,0,0,1.45
196,2010,2,0,2,1.83
196,2010,2,0,3,1.83
196,2010,2,0,4,1.83
196,2010,2,0,5,1.66
196,2010,2,0,6,1.49
196,2010,2,0,7,1.34
203,2010,0,0,0,1.39
203,2010,0,0,2,1.59
203,2010,0,0,3,1.59
203,2010,0,0,4,1.59
203,2010,0,0,5,1.59
203,2010,0,0,6,1.4
203,2010,0,0,7,1.24
203,2010,2,0,0,1.39
203,2010,2,0,2,1.59
203,2010,2,0,3,1.59
203,2010,2,0,4,1.59
203,2010,2,0,5,1.59
203,2010,2,0,6,1.4
203,2010,2,0,7,1.24
204,2010,0,0,0,5.23
204,2010,0,0,2,6
204,2010,0,0,3,5.07
204,2010,0,0,4,4.12
204,2010,0,0,5,3.35
204,2010,0,0,6,3.27
204,2010,0,0,7,2.84
204,2010,2,0,0,5.23
204,2010,2,0,2,6
204,2010,2,0,3,5.07
204,2010,2,0,4,4.12
204,2010,2,0,5,3.35
204,2010,2,0,6,3.27
204,2010,2,0,7,2.84
208,2010,0,0,0,1.64
208,2010,0,0,2,1.69
208,2010,0,0,3,1.69
208,2010,0,0,4,1.69
208,2010,0,0,5,1.69
208,2010,0,0,6,1.66
208,2010,0,0,7,1.63
208,2010,2,0,0,1.64
208,2010,2,0,2,1.69
208,2010,2,0,3,1.69
208,2010,2,0,4,1.69
208,2010,2,0,5,1.69
208,2010,2,0,6,1.66
208,2010,2,0,7,1.63
214,2010,0,0,0,2.55
214,2010,0,0,2,4.04
214,2010,0,0,3,3.14
214,2010,0,0,4,3.15
214,2010,0,0,5,2.63
214,2010,0,0,6,2.36
214,2010,0,0,7,1.84
214,2010,2,0,0,2.55
214,2010,2,0,2,4.04
214,2010,2,0,3,3.14
214,2010,2,0,4,3.15
214,2010,2,0,5,2.63
214,2010,2,0,6,2.36
214,2010,2,0,7,1.84
218,2010,0,0,0,2.56
218,2010,0,0,2,3.69
218,2010,0,0,3,3.4
218,2010,0,0,4,3
218,2010,0,0,5,2.5
218,2010,0,0,6,2.05
218,2010,0,0,7,1.72
218,2010,2,0,0,2.56
218,2010,2,0,2,3.69
218,2010,2,0,3,3.4
218,2010,2,0,4,3
218,2010,2,0,5,2.5
218,2010,2,0,6,2.05
218,2010,2,0,7,1.72
222,2010,0,0,0,2.3
222,2010,0,0,2,2.96
222,2010,0,0,3,2.79
222,2010,0,0,4,2.48
222,2010,0,0,5,2.16
222,2010,0,0,6,1.82
222,2010,0,0,7,1.59
222,2010,2,0,0,2.3
222,2010,2,0,2,2.96
222,2010,2,0,3,2.79
222,2010,2,0,4,2.48
222,2010,2,0,5,2.16
222,2010,2,0,6,1.82
222,2010,2,0,7,1.59
226,2010,0,0,0,5.08
226,2010,0,0,2,7.57
226,2010,0,0,3,6.86
226,2010,0,0,4,5.79
226,2010,0,0,5,4.26
226,2010,0,0,6,3.27
226,2010,0,0,7,2.84
226,2010,2,0,0,5.08
226,2010,2,0,2,7.57
226,2010,2,0,3,6.86
226,2010,2,0,4,5.79
226,2010,2,0,5,4.26
226,2010,2,0,6,3.27
226,2010,2,0,7,2.84
231,2010,0,0,0,4.4
231,2010,0,0,2,5.29
231,2010,0,0,3,4.61
231,2010,0,0,4,3.21
231,2010,0,0,5,2.37
231,2010,0,0,6,1.29
231,2010,0,0,7,1.12
231,2010,2,0,0,4.4
231,2010,2,0,2,5.29
231,2010,2,0,3,4.61
231,2010,2,0,4,3.21
231,2010,2,0,5,2.37
231,2010,2,0,6,1.29
231,2010,2,0,7,1.12
232,2010,0,0,0,4.27
232,2010,0,0,2,5.21
232,2010,0,0,3,4.74
232,2010,0,0,4,4.02
232,2010,0,0,5,2.99
232,2010,0,0,6,2.3
232,2010,0,0,7,2
232,2010,2,0,0,4.27
232,2010,2,0,2,5.21
232,2010,2,0,3,4.74
232,2010,2,0,4,4.02
232,2010,2,0,5,2.99
232,2010,2,0,6,2.3
232,2010,2,0,7,2
233,2010,0,0,0,1.47
233,2010,0,0,2,1.8
233,2010,0,0,3,1.8
233,2010,0,0,4,1.8
233,2010,0,0,5,1.8
233,2010,0,0,6,1.55
233,2010,0,0,7,1.23
233,2010,2,0,0,1.47
233,2010,2,0,2,1.8
233,2010,2,0,3,1.8
233,2010,2,0,4,1.8
233,2010,2,0,5,1.8
233,2010,2,0,6,1.55
233,2010,2,0,7,1.23
242,2010,0,0,0,2.57
242,2010,0,0,2,3.79
242,2010,0,0,3,3.33
242,2010,0,0,4,2.97
242,2010,0,0,5,2.6
242,2010,0,0,6,2.18
242,2010,0,0,7,1.92
242,2010,2,0,0,2.57
242,2010,2,0,2,3.79
242,2010,2,0,3,3.33
242,2010,2,0,4,2.97
242,2010,2,0,5,2.6
242,2010,2,0,6,2.18
242,2010,2,0,7,1.92
246,2010,0,0,0,1.75
246,2010,0,0,2,1.73
246,2010,0,0,3,1.73
246,2010,0,0,4,1.73
246,2010,0,0,5,1.73
246,2010,0,0,6,1.77
246,2010,0,0,7,1.72
246,2010,2,0,0,1.75
246,2010,2,0,2,1.73
246,2010,2,0,3,1.73
246,2010,2,0,4,1.73
246,2010,2,0,5,1.73
246,2010,2,0,6,1.77
246,2010,2,0,7,1.72
250,2010,0,0,0,1.91
250,2010,0,0,2,2.33
250,2010,0,0,3,2.33
250,2010,0,0,4,2.33
250,2010,0,0,5,2.33
250,2010,0,0,6,1.84
250,2010,0,0,7,1.8
250,2010,2,0,0,1.91
250,2010,2,0,2,2.33
250,2010,2,0,3,2.33
250,2010,2,0,4,2.33
250,2010,2,0,5,2.33
250,2010,2,0,6,1.84
250,2010,2,0,7,1.8
254,2010,0,0,0,3
254,2010,0,0,2,4.76
254,2010,0,0,3,4.08
254,2010,0,0,4,3.34
254,2010,0,0,5,2.7
254,2010,0,0,6,2.31
254,2010,0,0,7,1.87
254,2010,2,0,0,3
254,2010,2,0,2,4.76
254,2010,2,0,3,4.08
254,2010,2,0,4,3.34
254,2010,2,0,5,2.7
254,2010,2,0,6,2.31
254,2010,2,0,7,1.87
258,2010,0,0,0,2.21
258,2010,0,0,2,3.75
258,2010,0,0,3,3.2
258,2010,0,0,4,2.84
258,2010,0,0,5,2.52
258,2010,0,0,6,2.16
258,2010,0,0,7,1.9
258,2010,2,0,0,2.21
258,2010,2,0,2,3.75
258,2010,2,0,3,3.2
258,2010,2,0,4,2.84
258,2010,2,0,5,2.52
258,2010,2,0,6,2.16
258,2010,2,0,7,1.9
262,2010,0,0,0,3.5
262,2010,0,0,2,4.21
262,2010,0,0,3,3.85
262,2010,0,0,4,3.29
262,2010,0,0,5,2.49
262,2010,0,0,6,1.94
262,2010,0,0,7,1.68
262,2010,2,0,0,3.5
262,2010,2,0,2,4.21
262,2010,2,0,3,3.85
262,2010,2,0,4,3.29
262,2010,2,0,5,2.49
262,2010,2,0,6,1.94
262,2010,2,0,7,1.68
266,2010,0,0,0,3.06
266,2010,0,0,2,3.53
266,2010,0,0,3,3.73
266,2010,0,0,4,3.14
266,2010,0,0,5,2.49
266,2010,0,0,6,2.15
266,2010,0,0,7,2.23
266,2010,2,0,0,3.06
266,2010,2,0,2,3.53
266,2010,2,0,3,3.73
266,2010,2,0,4,3.14
266,2010,2,0,5,2.49
266,2010,2,0,6,2.15
266,2010,2,0,7,2.23
268,2010,0,0,0,1.75
268,2010,0,0,2,2.17
268,2010,0,0,3,2.17
268,2010,0,0,4,2.17
268,2010,0,0,5,2.17
268,2010,0,0,6,1.9
268,2010,0,0,7,1.53
268,2010,2,0,0,1.75
268,2010,2,0,2,2.17
268,2010,2,0,3,2.17
268,2010,2,0,4,2.17
268,2010,2,0,5,2.17
268,2010,2,0,6,1.9
268,2010,2,0,7,1.53
270,2010,0,0,0,4.84
270,2010,0,0,2,5.92
270,2010,0,0,3,5.38
270,2010,0,0,4,4.54
270,2010,0,0,5,3.34
270,2010,0,0,6,2.57
270,2010,0,0,7,2.23
270,2010,2,0,0,4.84
270,2010,2,0,2,5.92
270,2010,2,0,3,5.38
270,2010,2,0,4,4.54
270,2010,2,0,5,3.34
270,2010,2,0,6,2.57
270,2010,2,0,7,2.23
275,2010,0,0,0,4.3
275,2010,0,0,2,4.85
275,2010,0,0,3,5.2
275,2010,0,0,4,4.96
275,2010,0,0,5,4.39
275,2010,0,0,6,3.77
275,2010,0,0,7,3.29
275,2010,2,0,0,4.3
275,2010,2,0,2,4.85
275,2010,2,0,3,5.2
275,2010,2,0,4,4.96
275,2010,2,0,5,4.39
275,2010,2,0,6,3.77
275,2010,2,0,7,3.29
276,2010,0,0,0,1.3
276,2010,0,0,2,1.47
276,2010,0,0,3,1.47
276,2010,0,0,4,1.47
276,2010,0,0,5,1.47
276,2010,0,0,6,1.32
276,2010,0,0,7,1.19
276,2010,2,0,0,1.3
276,2010,2,0,2,1.47
276,2010,2,0,3,1.47
276,2010,2,0,4,1.47
276,2010,2,0,5,1.47
276,2010,2,0,6,1.32
276,2010,2,0,7,1.19
288,2010,0,0,0,4.25
288,2010,0,0,2,5.97
288,2010,0,0,3,4.74
288,2010,0,0,4,4.26
288,2010,0,0,5,3.31
288,2010,0,0,6,2.29
288,2010,0,0,7,1.56
288,2010,2,0,0,4.25
288,2010,2,0,2,5.97
288,2010,2,0,3,4.74
288,2010,2,0,4,4.26
288,2010,2,0,5,3.31
288,2010,2,0,6,2.29
288,2010,2,0,7,1.56
300,2010,0,0,0,1.38
300,2010,0,0,2,1.64
300,2010,0,0,3,1.64
300,2010,0,0,4,1.64
300,2010,0,0,5,1.49
300,2010,0,0,6,1.36
300,2010,0,0,7,1.25
300,2010,2,0,0,1.38
